,HomePlanet,CryoSleep,Destination,Age,Transported,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_side,Family_size
6832,1,1,2,64,1,0.0,1,7219,6,0,2,0,7.0
6833,1,0,2,24,0,6876.0,0,7219,6,0,7,1,7.0
6834,1,1,2,40,1,0.0,1,7219,6,0,2,0,7.0
6835,1,0,2,32,0,7166.0,0,7219,6,0,2,0,7.0
6836,1,0,0,54,0,2743.0,0,7221,1,1,1,0,1.0
6837,0,1,2,30,1,0.0,1,7224,1,1,6,1,8.0
6838,1,0,0,37,0,3072.0,0,7225,1,1,0,0,4.0
6839,2,0,2,20,0,3540.0,0,7226,1,1,4,1,10.0
6840,2,0,2,22,0,1769.0,0,7227,1,1,5,0,2.0
6841,0,0,1,57,0,684.0,0,7229,1,1,5,1,5.0
6842,0,1,2,34,1,0.0,1,7230,1,1,6,1,11.0
6843,1,0,2,51,0,4447.0,0,7232,1,1,1,0,1.0
6844,2,1,2,47,0,0.0,1,7233,1,1,4,0,11.0
6845,0,0,2,22,0,627.0,0,7234,1,1,6,0,11.0
6846,1,0,2,36,0,4426.0,0,7235,1,1,1,0,5.0
6847,0,1,2,16,1,0.0,1,7236,1,1,7,1,5.0
6848,2,0,2,60,0,1775.0,0,7238,1,1,5,0,6.0
6849,2,0,2,39,1,2598.0,0,7240,2,0,5,1,5.0
6850,2,0,2,18,1,2935.0,0,7240,2,0,5,1,5.0
6851,1,1,0,30,1,0.0,1,7242,1,1,1,1,11.0
6852,2,0,2,45,0,1821.0,0,7246,1,1,5,1,6.0
6853,0,0,2,30,0,1150.0,0,7247,1,1,5,1,7.0
6854,0,0,2,21,0,1048.0,0,7249,2,0,4,1,6.0
6855,2,0,2,0,1,0.0,1,7249,2,0,5,1,6.0
6856,2,0,0,51,1,2663.0,0,7250,1,1,5,0,7.0
6857,2,0,2,22,0,1173.0,0,7252,1,1,4,0,2.0
6858,1,0,2,26,1,1587.0,0,7253,1,1,3,0,4.0
6859,0,0,2,10,0,0.0,1,7255,1,1,6,0,7.0
6860,0,0,2,21,0,787.0,0,7256,1,1,4,1,6.0
6861,0,1,0,14,1,0.0,1,7257,2,0,6,0,7.0
6862,0,0,2,28,0,792.0,0,7257,2,0,4,0,7.0
6863,0,0,2,43,1,1863.0,0,7258,1,1,5,0,1.0
6864,0,0,1,22,1,594.0,0,7259,1,1,5,0,4.0
6865,0,0,2,22,0,723.0,0,7260,1,1,5,1,7.0
6866,0,1,1,23,1,0.0,1,7261,1,1,6,0,5.0
6867,1,1,2,25,1,0.0,1,7267,2,0,2,1,4.0
6868,1,0,2,35,1,0.0,1,7267,2,0,2,1,4.0
6869,0,0,2,30,0,791.0,0,7268,1,1,4,0,7.0
6870,0,1,2,37,1,0.0,1,7270,1,1,6,0,8.0
6871,0,0,0,21,0,705.0,0,7271,1,1,6,0,1.0
6872,0,0,0,36,1,751.0,0,7273,1,1,6,1,8.0
6873,0,0,2,13,0,918.0,0,7274,1,1,5,0,4.0
6874,0,0,0,22,0,694.0,0,7276,1,1,5,0,6.0
6875,0,1,2,36,1,0.0,1,7277,1,1,6,1,7.0
6876,0,0,2,17,1,983.0,0,7278,1,1,4,1,6.0
6877,1,1,0,38,1,0.0,1,7279,1,1,2,0,5.0
6878,2,0,2,34,0,5962.0,0,7280,1,1,5,0,6.0
6879,2,1,2,20,1,0.0,1,7283,1,1,5,0,3.0
6880,0,0,2,17,0,770.0,0,7284,1,1,6,0,6.0
6881,0,1,1,36,1,0.0,1,7285,1,1,6,1,13.0
6882,1,0,0,52,1,2389.0,0,7289,1,1,0,0,4.0
6883,1,1,0,32,1,0.0,1,7290,5,0,3,0,5.0
6884,1,1,0,35,1,0.0,1,7290,5,0,3,0,1.0
6885,1,1,0,28,1,0.0,1,7290,5,0,3,0,5.0
6886,1,0,2,36,0,4165.0,0,7290,5,0,3,0,5.0
6887,1,0,2,36,0,5047.0,0,7290,5,0,3,0,5.0
6888,2,0,0,21,0,379.0,0,7292,1,1,3,1,4.0
6889,2,0,2,33,0,1182.0,0,7296,1,1,3,0,11.0
6890,0,0,2,40,0,907.0,0,7297,1,1,6,1,1.0
6891,0,1,2,24,1,692.0,0,7298,1,1,5,0,5.0
6892,0,0,2,35,1,885.0,0,7300,1,1,6,1,15.0
6893,2,1,2,29,1,0.0,1,7301,1,1,5,0,5.0
6894,2,0,2,33,0,1013.0,0,7302,1,1,4,1,4.0
6895,0,0,2,51,0,982.0,0,7303,1,1,4,1,10.0
6896,2,1,2,10,1,0.0,1,7304,1,1,5,0,7.0
6897,0,1,2,41,1,0.0,1,7305,1,1,6,1,11.0
6898,0,0,0,26,1,719.0,0,7306,1,1,4,0,4.0
6899,0,0,2,39,0,799.0,0,7307,1,1,5,1,8.0
6900,2,0,2,14,0,1040.0,0,7309,1,1,5,0,7.0
6901,2,1,2,28,0,1182.0,0,7310,1,1,3,0,2.0
6902,0,0,2,18,0,949.0,0,7311,1,1,5,0,11.0
6903,2,0,2,41,0,3173.0,0,7313,1,1,3,0,7.0
6904,1,1,2,33,1,0.0,1,7314,1,1,2,0,2.0
6905,0,0,2,26,0,1040.0,0,7320,1,1,5,0,7.0
6906,2,1,2,31,1,0.0,1,7321,1,1,5,0,7.0
6907,0,0,2,63,0,2451.0,0,7322,1,1,5,1,7.0
6908,0,0,2,30,0,970.0,0,7323,1,1,5,1,9.0
6909,1,0,2,27,1,3221.0,0,7324,1,1,2,0,1.0
6910,0,0,2,47,0,2993.0,0,7326,1,1,5,0,14.0
6911,2,0,2,37,1,2000.0,0,7327,1,1,5,0,8.0
6912,0,0,2,14,0,1572.0,0,7328,1,1,5,1,6.0
6913,0,0,2,27,0,3160.0,0,7330,1,1,2,1,3.0
6914,2,0,2,61,0,1719.0,0,7331,1,1,3,0,6.0
6915,0,0,2,39,0,791.0,0,7332,1,1,4,1,4.0
6916,0,0,2,22,0,788.0,0,7334,1,1,4,1,10.0
6917,0,0,2,30,0,970.0,0,7336,2,0,5,1,8.0
6918,0,0,2,26,0,902.0,0,7336,2,0,5,1,6.0
6919,1,0,2,25,0,5979.0,0,7337,1,1,0,1,2.0
6920,2,0,2,42,0,2704.0,0,7338,1,1,3,0,11.0
6921,1,0,2,33,0,18166.0,0,7339,1,1,4,0,4.0
6922,1,0,2,60,0,2758.0,0,7340,1,1,4,0,2.0
6923,0,1,0,16,1,0.0,1,7341,1,1,6,1,7.0
6924,0,0,2,50,1,744.0,0,7342,1,1,6,0,7.0
6925,0,0,2,22,0,701.0,0,7343,1,1,5,1,10.0
6926,0,0,1,15,0,961.0,0,7344,1,1,5,1,14.0
6927,2,0,2,27,0,0.0,1,7346,1,1,4,0,7.0
6928,0,0,0,58,0,676.0,0,7347,1,1,6,0,7.0
6929,0,1,2,48,1,0.0,1,7350,1,1,6,1,11.0
6930,1,1,0,36,1,0.0,1,7351,1,1,3,1,2.0
6931,1,0,2,60,0,8903.0,0,7353,3,0,2,1,10.0
6932,1,1,2,46,1,0.0,1,7353,3,0,2,1,10.0
6933,1,0,2,58,1,4093.0,0,7353,3,0,7,1,10.0
6934,0,1,2,40,0,0.0,1,7356,2,0,6,0,8.0
6935,0,1,2,3,1,0.0,1,7356,2,0,6,0,8.0
6936,0,0,0,23,0,700.0,0,7358,1,1,5,0,8.0
6937,0,0,1,21,1,644.0,0,7359,1,1,4,1,12.0
6938,0,1,0,29,1,0.0,1,7360,1,1,6,1,10.0
6939,1,1,0,23,1,0.0,1,7361,2,0,2,0,3.0
6940,1,1,0,41,1,0.0,1,7361,2,0,2,0,3.0
6941,0,0,2,20,0,818.0,0,7365,1,1,6,0,12.0
6942,0,0,2,24,0,889.0,0,7366,1,1,6,0,6.0
6943,2,0,2,21,0,2718.0,0,7367,2,0,3,0,6.0
6944,2,0,2,55,0,1288.0,0,7367,2,0,5,0,6.0
6945,0,0,2,21,0,558.0,0,7370,1,1,5,0,9.0
6946,0,1,0,42,1,0.0,1,7371,1,1,6,0,7.0
6947,0,0,2,40,0,2991.0,0,7372,1,1,5,0,6.0
6948,2,1,2,30,1,0.0,1,7374,1,1,5,0,7.0
6949,1,1,2,26,1,0.0,1,7376,1,1,4,0,5.0
6950,0,1,1,43,0,0.0,1,7377,1,1,6,0,4.0
6951,0,0,2,20,0,1549.0,0,7379,1,1,5,1,6.0
6952,0,0,1,19,0,689.0,0,7385,1,1,5,1,2.0
6953,1,0,2,40,1,4313.0,0,7387,1,1,2,0,2.0
6954,0,1,1,17,1,0.0,1,7388,1,1,6,1,17.0
6955,0,0,2,62,0,836.0,0,7390,1,1,6,0,7.0
6956,0,1,2,32,0,0.0,1,7391,1,1,6,0,4.0
6957,0,1,2,37,0,0.0,1,7392,1,1,6,0,7.0
6958,0,0,2,40,0,789.0,0,7393,1,1,4,0,7.0
6959,0,0,0,25,0,674.0,0,7394,1,1,6,0,11.0
6960,1,1,0,17,1,0.0,1,7395,4,0,1,1,6.0
6961,1,1,2,46,1,0.0,1,7395,4,0,1,1,6.0
6962,1,0,2,38,0,9857.0,0,7395,4,0,1,1,6.0
6963,1,0,0,43,0,2956.0,0,7395,4,0,1,1,6.0
6964,1,0,0,28,1,8329.0,0,7396,3,0,2,1,4.0
6965,1,1,2,31,1,0.0,1,7396,3,0,2,1,9.0
6966,1,1,1,35,1,0.0,1,7396,3,0,2,1,2.0
6967,0,0,2,19,1,771.0,0,7398,1,1,5,0,4.0
6968,0,0,2,24,0,761.0,0,7399,1,1,5,1,18.0
6969,2,1,0,20,0,0.0,1,7401,1,1,4,0,6.0
6970,1,1,2,16,1,1633.0,0,7402,2,0,2,1,5.0
6971,1,1,0,45,1,0.0,1,7402,2,0,2,1,5.0
6972,0,0,2,19,0,909.0,0,7403,1,1,6,0,17.0
6973,0,0,2,23,1,1400.0,0,7405,1,1,5,1,7.0
6974,0,0,2,19,0,886.0,0,7406,1,1,6,0,7.0
6975,2,0,2,32,0,1309.0,0,7408,1,1,5,1,7.0
6976,0,0,2,41,1,889.0,0,7410,1,1,6,1,11.0
6977,0,0,2,30,0,1554.0,0,7411,1,1,5,0,9.0
6978,1,0,0,41,0,17395.0,0,7416,1,1,1,1,6.0
6979,2,0,2,7,1,0.0,1,7418,1,1,5,0,6.0
6980,0,0,2,39,1,882.0,0,7419,2,0,6,0,5.0
6981,0,0,2,47,1,872.0,0,7419,2,0,5,0,5.0
6982,0,0,2,21,0,620.0,0,7422,1,1,6,1,5.0
6983,0,1,2,29,1,0.0,1,7425,2,0,6,0,9.0
6984,0,0,2,19,0,889.0,0,7425,2,0,6,0,9.0
6985,2,1,2,50,1,0.0,1,7427,1,1,5,1,7.0
6986,1,0,2,28,0,2051.0,0,7428,1,1,0,0,4.0
6987,2,0,2,38,0,1183.0,0,7429,1,1,7,1,11.0
6988,0,0,1,24,0,753.0,0,7430,1,1,6,1,10.0
6989,1,0,0,31,0,3880.0,0,7431,1,1,0,1,3.0
6990,1,1,2,38,1,0.0,1,7432,1,1,4,0,1.0
6991,1,1,0,26,1,0.0,1,7435,1,1,1,0,3.0
6992,0,1,2,28,0,0.0,1,7436,1,1,6,0,9.0
6993,1,1,0,45,1,0.0,1,7437,3,0,1,1,5.0
6994,1,1,2,47,1,0.0,1,7437,3,0,1,1,5.0
6995,1,1,2,60,1,0.0,1,7437,3,0,1,1,6.0
6996,0,0,0,42,1,718.0,0,7438,1,1,4,0,13.0
6997,0,0,2,43,0,746.0,0,7442,2,0,4,1,8.0
6998,0,1,1,17,0,0.0,1,7442,2,0,7,1,8.0
6999,0,1,2,17,0,0.0,1,7444,1,1,6,0,12.0
7000,0,1,2,20,0,0.0,1,7445,1,1,6,1,13.0
7001,0,0,2,18,0,1800.0,0,7446,1,1,6,0,8.0
7002,2,0,2,24,0,1113.0,0,7447,1,1,5,0,2.0
7003,0,0,0,25,0,702.0,0,7448,1,1,5,0,10.0
7004,0,0,1,20,0,1548.0,0,7449,1,1,5,0,9.0
7005,0,0,2,23,0,704.0,0,7450,1,1,6,0,8.0
7006,1,1,2,48,1,0.0,1,7452,3,0,1,1,7.0
7007,1,0,0,26,1,5009.0,0,7452,3,0,1,1,7.0
7008,1,1,0,36,1,0.0,1,7452,3,0,1,1,7.0
7009,1,1,0,27,1,0.0,1,7453,1,1,2,1,3.0
7010,1,0,0,41,1,2774.0,0,7455,1,1,0,0,7.0
7011,0,1,2,21,1,0.0,1,7456,1,1,6,1,8.0
7012,2,0,2,71,0,1298.0,0,7457,1,1,4,1,2.0
7013,0,1,2,64,0,0.0,1,7458,1,1,6,1,15.0
7014,1,0,2,33,0,2491.0,0,7459,1,1,1,1,9.0
7015,0,0,0,24,1,1095.0,0,7460,1,1,5,0,3.0
7016,1,1,2,35,1,0.0,1,7461,1,1,3,1,3.0
7017,0,1,1,13,1,0.0,1,7462,1,1,6,0,8.0
7018,0,1,2,11,1,0.0,1,7464,1,1,6,0,10.0
7019,2,1,2,28,1,0.0,1,7472,1,1,5,1,1.0
7020,2,1,2,43,1,0.0,1,7475,2,0,5,0,6.0
7021,2,1,2,36,1,0.0,1,7475,2,0,5,0,6.0
7022,0,0,1,22,0,690.0,0,7477,1,1,5,0,9.0
7023,1,0,2,56,1,5761.0,0,7478,1,1,2,1,3.0
7024,2,1,2,34,1,0.0,1,7479,1,1,5,1,7.0
7025,0,0,2,46,0,1779.0,0,7481,1,1,6,1,5.0
7026,2,0,1,43,1,1562.0,0,7483,1,1,4,0,8.0
7027,0,0,0,25,1,1435.0,0,7484,1,1,6,0,5.0
7028,1,0,2,26,0,4767.0,0,7485,1,1,7,1,5.0
7029,0,0,0,14,0,1434.0,0,7486,1,1,6,0,6.0
7030,0,0,2,63,1,785.0,0,7487,1,1,6,1,10.0
7031,2,0,2,29,0,1299.0,0,7488,2,0,4,0,7.0
7032,2,1,1,45,1,0.0,1,7488,2,0,4,0,7.0
7033,0,1,2,15,1,0.0,1,7490,1,1,6,1,6.0
7034,2,0,2,19,1,3149.0,0,7492,1,1,3,1,7.0
7035,0,0,2,53,0,1618.0,0,7494,1,1,4,0,10.0
7036,2,0,2,45,0,1157.0,0,7495,1,1,5,1,8.0
7037,1,0,0,41,1,2482.0,0,7496,1,1,2,1,5.0
7038,2,0,2,68,0,2365.0,0,7498,3,0,5,0,11.0
7039,2,1,2,5,1,0.0,1,7498,3,0,5,0,11.0
7040,2,0,2,27,1,940.0,0,7498,3,0,5,0,11.0
7041,0,0,0,20,1,1283.0,0,7499,1,1,5,0,10.0
7042,0,0,2,54,0,2005.0,0,7500,1,1,5,1,6.0
7043,0,0,2,18,0,804.0,0,7501,1,1,5,1,6.0
7044,1,0,0,45,1,6665.0,0,7502,1,1,2,0,2.0
7045,1,1,2,26,1,0.0,1,7503,2,0,1,1,4.0
7046,1,0,2,37,1,14547.0,0,7503,2,0,1,1,4.0
7047,0,0,2,30,0,778.0,0,7504,1,1,5,0,1.0
7048,2,0,2,51,0,5014.0,0,7505,3,0,5,0,11.0
7049,2,1,2,3,1,0.0,1,7505,3,0,5,0,11.0
7050,2,1,2,3,1,0.0,1,7505,3,0,5,0,11.0
7051,0,0,2,19,0,2111.0,0,7506,1,1,5,0,10.0
7052,0,0,2,19,0,789.0,0,7507,3,0,4,1,8.0
7053,0,0,2,6,1,0.0,1,7507,3,0,4,1,8.0
7054,0,0,0,4,1,0.0,1,7507,3,0,4,1,8.0
7055,1,0,2,23,0,4337.0,0,7508,1,1,1,1,2.0
7056,0,0,2,37,0,1449.0,0,7509,1,1,5,1,8.0
7057,2,0,0,18,0,1450.0,0,7510,1,1,5,1,7.0
7058,0,1,1,29,0,603.0,0,7512,1,1,5,1,5.0
7059,0,1,2,25,0,787.0,0,7513,1,1,4,0,12.0
7060,0,0,2,52,0,2106.0,0,7514,1,1,5,0,6.0
7061,2,1,2,24,0,0.0,1,7515,2,0,5,1,3.0
7062,2,0,2,0,1,0.0,1,7515,2,0,5,1,3.0
7063,0,0,1,25,0,653.0,0,7517,1,1,5,0,10.0
7064,1,1,2,26,1,0.0,1,7518,2,0,1,0,6.0
7065,1,0,1,32,0,18692.0,0,7518,2,0,1,0,6.0
7066,0,0,2,58,0,1934.0,0,7520,1,1,5,0,6.0
7067,0,0,2,44,0,1154.0,0,7521,1,1,5,0,5.0
7068,0,0,2,41,0,908.0,0,7522,1,1,6,0,13.0
7069,0,0,2,24,1,810.0,0,7523,1,1,6,1,3.0
7070,0,1,2,41,1,0.0,1,7524,2,0,6,0,13.0
7071,0,1,1,23,1,0.0,1,7524,2,0,6,0,13.0
7072,1,0,2,27,0,9490.0,0,7525,2,0,2,1,5.0
7073,1,1,0,61,1,0.0,1,7525,2,0,2,1,5.0
7074,0,0,2,18,1,794.0,0,7527,1,1,5,0,10.0
7075,0,1,2,18,1,0.0,1,7529,1,1,6,1,5.0
7076,1,1,2,28,1,0.0,1,7531,2,0,1,1,4.0
7077,1,1,0,15,1,0.0,1,7531,2,0,1,1,4.0
7078,0,0,0,12,1,0.0,1,7533,1,1,6,1,7.0
7079,0,0,1,40,0,766.0,0,7534,1,1,5,1,16.0
7080,0,0,2,19,1,1169.0,0,7535,1,1,5,0,2.0
7081,2,1,2,18,1,0.0,1,7536,1,1,5,1,1.0
7082,1,0,2,48,0,15601.0,0,7538,2,0,0,0,3.0
7083,1,0,0,37,0,3916.0,0,7538,2,0,0,0,3.0
7084,0,0,2,35,0,901.0,0,7542,1,1,5,1,9.0
7085,0,0,2,29,0,758.0,0,7543,1,1,5,0,8.0
7086,0,0,2,54,0,787.0,0,7544,1,1,4,1,10.0
7087,0,1,2,28,0,0.0,1,7545,1,1,6,1,4.0
7088,0,0,2,22,1,1608.0,0,7549,1,1,4,0,5.0
7089,0,1,1,18,1,0.0,1,7550,1,1,6,0,11.0
7090,0,0,2,26,1,792.0,0,7552,1,1,4,0,7.0
7091,0,0,1,19,0,599.0,0,7553,1,1,5,1,8.0
7092,0,0,2,22,0,864.0,0,7559,1,1,5,0,14.0
7093,1,1,2,17,1,0.0,1,7560,1,1,2,0,3.0
7094,0,0,2,18,0,776.0,0,7561,1,1,5,1,1.0
7095,2,1,0,39,1,0.0,1,7563,1,1,5,0,1.0
7096,1,0,2,37,1,8606.0,0,7565,4,0,1,0,5.0
7097,1,1,0,17,1,0.0,1,7565,4,0,1,0,5.0
7098,1,0,0,25,0,6810.0,0,7565,4,0,1,0,5.0
7099,1,0,2,9,1,0.0,1,7565,4,0,1,0,5.0
7100,0,1,0,15,0,0.0,1,7567,1,1,6,1,8.0
7101,0,0,2,19,0,804.0,0,7568,1,1,5,0,11.0
7102,2,0,2,18,0,3869.0,0,7569,2,0,4,0,2.0
7103,2,0,2,50,0,2767.0,0,7569,2,0,3,0,2.0
7104,0,1,2,14,0,0.0,1,7572,1,1,6,1,7.0
7105,0,1,1,19,0,0.0,1,7573,1,1,6,0,6.0
7106,1,1,0,33,1,0.0,1,7574,1,1,1,1,4.0
7107,1,0,2,23,1,2369.0,0,7576,2,0,3,0,3.0
7108,1,0,2,39,0,1892.0,0,7576,2,0,3,0,3.0
7109,0,0,1,14,0,1533.0,0,7577,1,1,4,1,5.0
7110,0,0,0,14,0,657.0,0,7578,1,1,5,0,5.0
7111,0,0,1,45,1,677.0,0,7579,1,1,6,1,7.0
7112,0,1,2,22,1,0.0,1,7580,1,1,6,1,6.0
7113,2,0,2,36,1,2222.0,0,7583,1,1,5,0,4.0
7114,1,1,2,19,1,0.0,1,7584,3,0,1,1,8.0
7115,1,1,2,59,1,0.0,1,7584,3,0,1,1,8.0
7116,0,0,2,31,0,2795.0,0,7584,3,0,1,1,8.0
7117,1,1,0,31,1,0.0,1,7585,4,0,2,1,4.0
7118,1,0,2,39,0,12273.0,0,7585,4,0,2,1,4.0
7119,1,0,2,28,1,4012.0,0,7585,4,0,2,1,4.0
7120,1,1,2,19,1,0.0,1,7585,4,0,2,1,4.0
7121,1,0,2,29,1,2308.0,0,7586,1,1,2,0,6.0
7122,0,1,0,0,1,0.0,1,7588,2,0,6,0,7.0
7123,0,0,0,15,1,714.0,0,7588,2,0,6,0,7.0
7124,0,0,2,18,0,1586.0,0,7592,1,1,5,1,7.0
7125,1,1,0,49,1,0.0,1,7594,1,1,2,1,3.0
7126,0,0,2,36,1,761.0,0,7595,1,1,5,1,5.0
7127,1,1,0,40,1,0.0,1,7596,2,0,2,1,5.0
7128,1,1,2,56,1,0.0,1,7596,2,0,2,1,1.0
7129,0,1,1,67,1,0.0,1,7598,1,1,6,1,11.0
7130,0,0,2,44,0,787.0,0,7599,1,1,4,0,1.0
7131,0,0,2,17,0,1007.0,0,7601,1,1,6,1,7.0
7132,2,1,2,27,1,0.0,1,7604,2,0,5,0,6.0
7133,2,1,2,23,0,1121.0,0,7604,2,0,5,0,6.0
7134,2,0,0,28,0,2662.0,0,7605,1,1,5,1,12.0
7135,2,1,2,54,1,0.0,1,7606,1,1,5,1,8.0
7136,2,1,2,26,1,0.0,1,7608,1,1,5,1,3.0
7137,1,0,0,40,0,2916.0,0,7609,2,0,0,0,11.0
7138,1,1,2,39,1,0.0,1,7609,2,0,0,0,11.0
7139,1,1,0,40,1,0.0,1,7614,1,1,2,0,4.0
7140,0,0,1,20,1,736.0,0,7616,1,1,5,1,8.0
7141,0,0,2,18,1,809.0,0,7618,1,1,6,1,6.0
7142,2,0,2,17,0,5917.0,0,7620,1,1,5,0,4.0
7143,1,1,0,35,1,0.0,1,7621,1,1,1,0,1.0
7144,0,0,2,31,0,769.0,0,7622,1,1,6,1,5.0
7145,0,0,2,40,0,882.0,0,7623,1,1,6,0,8.0
7146,1,1,1,50,1,0.0,1,7624,1,1,2,1,7.0
7147,0,0,2,21,0,799.0,0,7625,1,1,5,1,4.0
7148,0,0,2,29,0,792.0,0,7626,1,1,4,0,7.0
7149,1,0,0,63,1,5559.0,0,7627,1,1,0,1,11.0
7150,2,0,2,19,1,1325.0,0,7628,2,0,5,0,11.0
7151,2,0,2,36,0,1765.0,0,7628,2,0,3,0,4.0
7152,0,0,0,48,0,933.0,0,7630,1,1,5,0,9.0
7153,1,0,2,33,0,3453.0,0,7631,1,1,4,0,10.0
7154,2,0,2,28,0,2708.0,0,7632,1,1,3,1,2.0
7155,0,0,2,39,0,848.0,0,7633,1,1,6,0,10.0
7156,0,1,2,27,1,0.0,1,7634,1,1,6,1,7.0
7157,1,1,0,58,1,0.0,1,7635,1,1,1,1,5.0
7158,1,1,0,44,1,0.0,1,7639,1,1,1,1,11.0
7159,0,1,2,23,1,0.0,1,7640,1,1,6,0,6.0
7160,0,0,0,21,1,654.0,0,7641,1,1,5,0,10.0
7161,1,0,0,53,0,11621.0,0,7643,2,0,2,0,6.0
7162,1,1,2,14,1,0.0,1,7643,2,0,2,0,6.0
7163,0,1,1,17,1,0.0,1,7644,1,1,6,0,5.0
7164,1,0,0,25,1,18267.0,0,7646,3,0,2,1,5.0
7165,1,0,0,44,0,4002.0,0,7646,3,0,2,1,5.0
7166,1,0,0,24,1,4435.0,0,7646,3,0,2,1,5.0
7167,0,0,2,24,0,810.0,0,7647,1,1,6,1,10.0
7168,0,1,2,24,1,0.0,1,7649,1,1,6,1,7.0
7169,0,1,2,0,1,0.0,1,7650,5,0,6,1,6.0
7170,0,1,0,7,0,0.0,1,7650,5,0,6,1,14.0
7171,0,1,1,3,1,0.0,1,7650,5,0,6,1,14.0
7172,0,0,2,18,1,806.0,0,7650,5,0,5,1,14.0
7173,0,1,2,4,0,0.0,1,7650,5,0,6,1,6.0
7174,1,1,0,40,1,0.0,1,7652,1,1,1,1,3.0
7175,0,1,2,16,0,0.0,1,7656,1,1,6,1,19.0
7176,1,1,0,25,1,0.0,1,7660,1,1,1,1,2.0
7177,0,1,2,10,1,0.0,1,7661,1,1,6,1,3.0
7178,0,1,2,40,1,0.0,1,7665,1,1,6,0,8.0
7179,2,1,2,19,1,0.0,1,7666,1,1,5,0,9.0
7180,1,1,0,15,1,0.0,1,7667,1,1,1,0,4.0
7181,0,0,2,24,0,809.0,0,7669,1,1,6,0,10.0
7182,2,1,2,21,1,0.0,1,7670,1,1,5,1,4.0
7183,0,0,2,29,0,738.0,0,7671,1,1,5,1,9.0
7184,2,0,2,37,0,2788.0,0,7676,1,1,3,1,6.0
7185,0,1,1,49,0,0.0,1,7677,1,1,6,1,9.0
7186,0,0,2,42,0,1817.0,0,7678,2,0,6,0,10.0
7187,0,1,2,54,1,0.0,1,7678,2,0,6,0,10.0
7188,0,1,2,33,0,0.0,1,7679,1,1,6,0,11.0
7189,1,0,2,27,0,7792.0,0,7680,1,1,2,0,14.0
7190,0,1,2,53,0,0.0,1,7682,1,1,6,1,13.0
7191,0,0,2,28,1,900.0,0,7683,1,1,5,1,7.0
7192,1,0,2,24,1,6525.0,0,7684,1,1,2,1,2.0
7193,0,0,1,20,0,1184.0,0,7687,1,1,5,0,5.0
7194,0,0,2,0,0,0.0,1,7688,1,1,6,0,7.0
7195,0,0,2,24,0,693.0,0,7689,1,1,5,0,12.0
7196,0,1,2,28,1,0.0,1,7690,1,1,6,0,5.0
7197,2,1,2,42,1,0.0,1,7691,1,1,5,0,8.0
7198,1,0,0,32,0,3364.0,0,7692,1,1,2,1,6.0
7199,1,0,2,36,1,3394.0,0,7693,2,0,1,0,6.0
7200,1,0,2,40,1,0.0,1,7693,2,0,1,0,6.0
7201,0,0,2,30,0,601.0,0,7694,1,1,5,0,4.0
7202,2,0,2,34,0,1013.0,0,7696,2,0,4,0,2.0
7203,2,0,2,37,0,1120.0,0,7696,2,0,5,0,6.0
7204,1,1,2,41,1,0.0,1,7697,2,0,1,1,3.0
7205,1,1,0,25,1,0.0,1,7697,2,0,1,1,3.0
7206,2,0,2,39,1,1148.0,0,7698,1,1,5,0,5.0
7207,0,0,0,0,1,0.0,1,7699,1,1,6,0,9.0
7208,2,0,2,54,0,1288.0,0,7700,1,1,5,0,7.0
7209,0,1,2,16,0,0.0,1,7702,1,1,6,0,5.0
7210,0,0,2,0,1,0.0,1,7703,2,0,6,1,11.0
7211,0,1,2,13,1,0.0,1,7703,2,0,6,1,1.0
7212,2,0,2,46,0,5913.0,0,7705,1,1,5,1,5.0
7213,0,0,2,23,0,1784.0,0,7707,1,1,6,0,8.0
7214,0,0,2,18,0,696.0,0,7708,1,1,5,1,9.0
7215,0,0,1,27,0,2721.0,0,7709,2,0,5,0,13.0
7216,0,1,1,24,0,0.0,1,7709,2,0,6,0,13.0
7217,1,0,2,27,1,6751.0,0,7710,1,1,1,0,3.0
7218,0,1,2,24,0,1783.0,0,7711,1,1,3,0,3.0
7219,1,0,2,25,1,4301.0,0,7712,1,1,0,1,5.0
7220,1,1,2,30,1,0.0,1,7713,1,1,1,1,4.0
7221,0,0,2,19,0,1800.0,0,7714,1,1,6,0,10.0
7222,0,0,0,18,0,658.0,0,7715,1,1,5,0,7.0
7223,1,1,0,49,1,0.0,1,7716,1,1,4,0,9.0
7224,0,0,2,64,0,907.0,0,7717,1,1,6,0,9.0
7225,2,1,2,26,1,0.0,1,7719,1,1,4,1,6.0
7226,0,0,0,53,0,800.0,0,7720,1,1,5,0,3.0
7227,2,0,2,27,1,2709.0,0,7721,1,1,3,0,6.0
7228,1,1,2,27,1,0.0,1,7723,1,1,1,0,2.0
7229,2,0,2,25,0,704.0,0,7724,1,1,5,1,6.0
7230,0,0,0,33,1,660.0,0,7727,1,1,4,1,7.0
7231,1,0,2,27,0,7670.0,0,7728,1,1,2,1,1.0
7232,1,1,0,20,1,0.0,1,7729,1,1,2,0,3.0
7233,1,1,0,39,1,0.0,1,7731,1,1,1,0,4.0
7234,2,0,2,27,0,2114.0,0,7736,1,1,4,0,2.0
7235,2,1,2,19,1,0.0,1,7738,1,1,5,1,7.0
7236,0,0,2,22,0,608.0,0,7739,1,1,5,0,6.0
